P8010116.462835
GADANKI 01/01/1980 16:45:28 01/01/1980 16:46:28 0350 0079.2 0013.4 00
0000000 0020 0001200 0020 05
1 0 2 02000 1 0000 0030 00532.o 0 0 00 000 14 001200 0.100 BT0
1 1 2 02000 1 0000 0030 00532.o 0 0 00 000 00 001200 0.0000 BC0
1 0 2 02000 1 0000 0030 00532.p 0 0 00 000 14 001200 0.100 BT1
1 1 2 02000 1 0000 0030 00532.p 0 0 00 000 00 001200 0.0000 BC1
1 0 2 02000 1 0000 0030 01064.o 0 0 00 000 14 001200 0.100 BT2
532.000 .o analog 0 	532.000 .o photon 0 	532.000 .p analog 1 	532.000 .p photon 1 	1064.000 .o analog 2 
 19.6092	131.4500	  9.7647	118.5750	  1.8091
 19.5948	130.7083	  9.7614	118.8250	  1.8094
 19.6002	131.4750	  9.7401	118.1375	  1.8091
 19.5950	131.2792	  9.7538	118.8583	  1.8089
 19.6180	131.5042	  9.7523	118.5250	  1.8086
 19.6049	131.4833	  9.7775	118.5750	  1.8089
 19.6074	130.8167	  9.7610	118.3250	  1.8090
 19.5948	131.0833	  9.7599	118.5792	  1.8096
 19.6152	131.1500	  9.7688	118.3917	  1.8086
 19.5955	130.7292	  9.7441	119.3083	  1.8089
 19.5999	131.3417	  9.7661	118.7917	  1.8092
 19.6238	131.6708	  9.7628	117.9083	  1.8086
 19.6171	130.7083	  9.7460	118.6000	  1.8091
 19.6168	131.1792	  9.7722	118.2917	  1.8090
 19.5892	131.3875	  9.7553	118.6750	  1.8095
 19.6070	130.8125	  9.7566	118.8333	  1.8094
 19.6161	131.5458	  9.7536	118.6875	  1.8088
 19.5854	131.0125	  9.7521	118.5542	  1.8091
 19.5924	130.6583	  9.7462	118.9333	  1.8096
 19.6052	131.8625	  9.7676	119.0000	  1.8090
 19.5936	131.0083	  9.7623	118.5417	  1.8097
 19.5852	130.8167	  9.7442	118.6292	  1.8098
 19.5852	131.6958	  9.7637	118.9750	  1.8094
 19.5916	131.1542	  9.7459	118.3667	  1.8093
 19.5882	131.6000	  9.7417	118.5917	  1.8086
 19.6084	131.4667	  9.7370	119.0958	  1.8086
 19.5987	131.3500	  9.7499	118.9167	  1.8091
 19.6099	131.1458	  9.7322	118.3875	  1.8088
 19.5903	131.4292	  9.7572	118.5833	  1.8091
 19.5964	131.4583	  9.7518	118.7375	  1.8094
 19.6136	131.5250	  9.7588	118.5833	  1.8096
 19.5919	131.0042	  9.7636	119.3458	  1.8098
 19.5966	131.0333	  9.7497	118.8208	  1.8094
 19.6083	131.5417	  9.7593	118.4292	  1.8089
 19.6131	131.4667	  9.7703	117.8708	  1.8087
 19.6146	131.8125	  9.7644	118.6750	  1.8096
 19.5905	130.8750	  9.7726	118.6083	  1.8089
 19.6174	131.4375	  9.7637	118.2708	  1.8090
 19.6142	131.4292	  9.7633	118.4833	  1.8094
 19.6158	130.7583	  9.7523	118.7958	  1.8091
 19.6065	131.7417	  9.7729	118.7125	  1.8092
 19.5962	130.8167	  9.7696	118.7083	  1.8093
 19.5871	131.6875	  9.7729	119.1667	  1.8095
 19.5710	131.4917	  9.7701	118.9417	  1.8095
 19.6092	131.4208	  9.7586	118.9667	  1.8092
 19.6015	131.9042	  9.7720	118.9500	  1.8088
 19.6063	131.2292	  9.7545	118.9125	  1.8095
 19.6079	131.7042	  9.7837	118.3708	  1.8086
 19.5938	131.6667	  9.7583	118.6292	  1.8091
 19.5975	131.5833	  9.7547	117.8583	  1.8094
 19.6069	131.7750	  9.7621	119.0333	  1.8095
 19.6080	131.2250	  9.7524	118.5292	  1.8091
 19.6081	131.0833	  9.7495	118.7833	  1.8091
 19.6107	130.2167	  9.7678	118.7750	  1.8087
 19.6017	130.9458	  9.7509	117.9708	  1.8093
 19.5954	131.0625	  9.7657	118.7000	  1.8094
 19.5993	130.7125	  9.7649	118.6000	  1.8089
 19.6050	131.5125	  9.7312	118.4583	  1.8087
 19.6096	131.6750	  9.7713	118.7250	  1.8093
 19.6191	131.1125	  9.7534	118.6708	  1.8092
 19.5936	130.6792	  9.7481	118.9792	  1.8095
 19.6006	130.8958	  9.7581	118.9375	  1.8092
 19.5917	132.2875	  9.7564	119.0083	  1.8088
 19.5954	131.2000	  9.7423	118.7417	  1.8093
 19.6201	131.5083	  9.7494	118.6333	  1.8093
 19.6184	130.8875	  9.7564	118.4583	  1.8088
 19.6020	131.1625	  9.7624	118.7375	  1.8091
 19.6032	130.9333	  9.7592	118.4208	  1.8091
 19.6040	131.2417	  9.7511	118.2542	  1.8095
 19.6269	131.2542	  9.7620	119.1000	  1.8097
 19.5980	130.7542	  9.7731	118.9542	  1.8090
 19.6084	131.6167	  9.7607	119.1292	  1.8097
 19.5999	131.2167	  9.7730	118.6708	  1.8089
 19.6103	131.4375	  9.7597	118.7542	  1.8092
 19.6064	131.3125	  9.7511	118.5625	  1.8090
 19.6012	131.1917	  9.7566	118.8417	  1.8093
 19.6183	131.7542	  9.7805	118.2750	  1.8094
 19.5958	131.7875	  9.7579	118.3667	  1.8094
 19.5901	131.8917	  9.7558	118.4625	  1.8091
 19.6175	131.5750	  9.7582	118.7542	  1.8086
 19.5878	131.0583	  9.7508	117.9875	  1.8089
 19.5902	131.1833	  9.7652	118.8917	  1.8091
 19.6077	131.2000	  9.7691	118.2750	  1.8088
 19.6023	130.3000	  9.7528	118.9667	  1.8088
 19.5940	131.4167	  9.7492	118.6500	  1.8094
 19.6013	130.9292	  9.7618	118.4917	  1.8088
 19.6079	131.2375	  9.7387	118.7083	  1.8092
 19.6220	131.4250	  9.7441	118.2875	  1.8090
 19.6143	131.2250	  9.7470	118.8042	  1.8090
 19.6176	130.9958	  9.7632	118.7083	  1.8087
 19.6071	130.7000	  9.7491	118.2375	  1.8090
 19.5909	131.6250	  9.7485	118.4583	  1.8094
 19.6173	131.5125	  9.7614	118.5833	  1.8088
 19.6255	131.1958	  9.7430	118.9208	  1.8094
 19.6117	131.0958	  9.7649	118.0083	  1.8087
 19.6127	131.6667	  9.7543	118.3250	  1.8087
 19.6034	131.3833	  9.7626	118.2542	  1.8085
 19.6247	131.4333	  9.7628	118.5500	  1.8090
 19.6032	130.9458	  9.7639	117.9708	  1.8096
 19.6163	131.2875	  9.7569	118.7500	  1.8089
 19.6120	131.3250	  9.7705	118.9167	  1.8087
 19.5813	131.3667	  9.7667	118.9833	  1.8088
 19.5923	131.3458	  9.7366	118.2458	  1.8093
 19.6003	131.5125	  9.7603	118.9125	  1.8089
 19.5946	130.8875	  9.7498	118.7708	  1.8088
 19.5998	130.6333	  9.7637	118.5583	  1.8094
 19.6018	131.2750	  9.7520	118.5458	  1.8092
 19.6232	131.6458	  9.7602	118.2958	  1.8091
 19.6154	131.2958	  9.7679	118.7667	  1.8087
 19.6087	131.9750	  9.7638	118.7958	  1.8094
 19.5989	131.4708	  9.7463	118.6833	  1.8092
 19.6212	131.5833	  9.7727	118.7125	  1.8083
 19.5917	131.3458	  9.7575	117.8792	  1.8090
 19.6038	131.6583	  9.7722	118.9792	  1.8092
 19.6106	131.6000	  9.7732	118.4208	  1.8092
 19.6089	131.1708	  9.7407	118.4917	  1.8092
 19.5851	130.9500	  9.7434	118.7875	  1.8091
 19.6086	130.7708	  9.7576	118.7250	  1.8090
 19.5974	131.4250	  9.7573	118.7708	  1.8084
 19.6154	131.1833	  9.7559	118.6417	  1.8092
 19.6177	131.7417	  9.7648	118.7208	  1.8092
 19.6043	131.6333	  9.7664	119.0708	  1.8090
 19.6237	130.7708	  9.7455	118.4625	  1.8087
 19.6054	131.6792	  9.7617	118.9292	  1.8086
 19.6022	130.6625	  9.7469	118.9625	  1.8090
 19.5955	131.1458	  9.7610	118.5375	  1.8087
 19.6048	131.5208	  9.7648	118.7542	  1.8083
 19.6243	130.6167	  9.7488	119.2083	  1.8095
 19.6102	131.5208	  9.7708	118.1375	  1.8091
 19.6091	131.1833	  9.7717	118.4292	  1.8098
 19.6098	131.3542	  9.7421	118.7208	  1.8090
 19.6062	131.0958	  9.7658	118.9625	  1.8090
 19.6048	131.2333	  9.7349	119.1833	  1.8089
 19.5961	131.1875	  9.7449	118.1833	  1.8095
 19.6059	131.1500	  9.7570	118.7542	  1.8092
 19.5997	130.8750	  9.7424	118.6250	  1.8088
 19.6053	131.1542	  9.7589	118.2792	  1.8096
 19.5975	131.3792	  9.7415	118.7167	  1.8090
 19.6073	131.3333	  9.7617	119.1042	  1.8086
 19.6237	131.8333	  9.7612	118.3500	  1.8095
 19.6100	130.9375	  9.7668	118.9542	  1.8089
 19.6172	131.6375	  9.7595	118.8667	  1.8088
 19.6058	131.0250	  9.7513	118.8708	  1.8084
 19.5959	131.0125	  9.7398	118.5292	  1.8091
 19.6015	131.0250	  9.7550	118.9292	  1.8086
 19.6106	130.7583	  9.7597	118.1333	  1.8095
 19.6105	131.2750	  9.7656	118.7042	  1.8089
 19.6107	131.2792	  9.7781	118.7292	  1.8084
 19.6075	131.4708	  9.7390	118.6583	  1.8090
 19.5961	131.1458	  9.7592	118.8375	  1.8084
 19.6231	131.3125	  9.7697	118.6583	  1.8094
 19.6093	131.3417	  9.7580	119.4917	  1.8078
 19.6155	130.9000	  9.7558	118.5542	  1.8099
 19.6101	131.5792	  9.7696	118.8542	  1.8089
 19.6148	131.4667	  9.7513	119.0042	  1.8090
 19.6064	131.6708	  9.7478	118.5000	  1.8089
 19.5870	131.3500	  9.7494	117.7125	  1.8086
 19.6015	130.9708	  9.7422	118.5417	  1.8090
 19.6067	131.1333	  9.7666	118.4292	  1.8086
 19.6194	131.2375	  9.7889	119.1542	  1.8082
 19.6171	131.1542	  9.7450	118.4583	  1.8091
 19.6183	130.9333	  9.7554	118.8917	  1.8086
 19.6041	132.1167	  9.7416	118.8417	  1.8093
 19.6001	131.1375	  9.7592	118.4875	  1.8094
 19.6245	131.8750	  9.7470	118.5083	  1.8085
 19.6232	131.0833	  9.7741	119.3833	  1.8092
 19.6121	131.3375	  9.7538	119.2333	  1.8089
 19.6241	132.0375	  9.7590	118.1792	  1.8090
 19.6039	130.9333	  9.7691	118.4208	  1.8089
 19.6096	130.8583	  9.7454	118.4833	  1.8090
 19.5915	130.5167	  9.7353	118.9000	  1.8090
 19.6241	131.6917	  9.7453	118.4125	  1.8088
 19.5987	131.5083	  9.7553	118.9583	  1.8091
 19.6043	131.1917	  9.7723	118.6000	  1.8089
 19.5847	131.1292	  9.7470	118.3083	  1.8089
 19.6017	130.7667	  9.7848	118.6208	  1.8093
 19.6161	131.6833	  9.7577	118.0667	  1.8087
 19.6038	131.6125	  9.7592	118.8333	  1.8091
 19.6051	131.4083	  9.7558	118.3833	  1.8096
 19.6112	131.4708	  9.7621	118.6958	  1.8087
 19.6275	130.6750	  9.7472	118.8958	  1.8086
 19.6011	130.8125	  9.7416	118.5333	  1.8097
 19.6118	130.7167	  9.7474	118.3292	  1.8087
 19.6009	131.2542	  9.7667	118.1333	  1.8090
 19.5959	131.2250	  9.7264	118.0708	  1.8088
 19.6037	131.2917	  9.7627	118.5292	  1.8088
 19.6057	131.4875	  9.7534	118.5458	  1.8083
 19.6064	131.1917	  9.7533	118.7708	  1.8084
 19.6097	131.8375	  9.7455	118.3625	  1.8085
 19.5974	131.0250	  9.7517	117.9500	  1.8091
 19.6231	130.8542	  9.7477	118.5875	  1.8088
 19.6237	130.3417	  9.7569	119.1083	  1.8096
 19.6112	131.4292	  9.7535	118.4458	  1.8093
 19.5912	131.3208	  9.7432	118.2250	  1.8090
 19.5988	131.4375	  9.7619	118.3583	  1.8091
 19.6021	131.3000	  9.7562	118.9125	  1.8089
 19.6105	131.2583	  9.7415	119.2042	  1.8084
 19.6156	130.7167	  9.7446	118.5167	  1.8091
 19.6204	131.0083	  9.7736	118.7250	  1.8088
 19.5999	131.2500	  9.7543	119.2333	  1.8091
 19.6066	131.4958	  9.7603	118.4125	  1.8084
 19.6125	131.2542	  9.7511	119.0875	  1.8082
 19.6119	131.7583	  9.7848	118.2750	  1.8081
 19.6026	131.5000	  9.7641	118.8000	  1.8086
 19.5926	131.0375	  9.7545	118.8125	  1.8092
 19.6010	131.2042	  9.7506	119.0125	  1.8089
 19.6307	131.0375	  9.7794	118.3958	  1.8090
 19.5996	131.6375	  9.7611	119.3958	  1.8088
 19.6086	130.6625	  9.7534	119.0958	  1.8086
 19.6087	130.9125	  9.7511	118.9958	  1.8085
 19.6071	131.0500	  9.7501	118.8667	  1.8089
 19.6109	131.3583	  9.7502	118.2708	  1.8091
 19.5954	131.5042	  9.7726	118.7542	  1.8093
 19.5999	131.1625	  9.7500	118.7542	  1.8091
 19.6016	131.2083	  9.7480	119.2542	  1.8084
 19.6141	130.7792	  9.7604	118.0958	  1.8083
 19.6061	131.1708	  9.7681	118.5625	  1.8091
 19.6055	131.1458	  9.7826	118.1792	  1.8089
 19.6115	130.7458	  9.7585	118.8333	  1.8084
 19.6069	131.8208	  9.7557	118.3625	  1.8087
 19.6032	130.9833	  9.7403	118.3458	  1.8090
 19.5973	130.8875	  9.7491	118.5708	  1.8086
 19.6134	131.4292	  9.7564	119.3167	  1.8085
 19.6105	131.3583	  9.7696	118.8667	  1.8088
 19.5931	131.7875	  9.7505	118.9208	  1.8088
 19.6052	131.0625	  9.7519	118.7708	  1.8095
 19.5991	131.2583	  9.7495	118.2958	  1.8087
 19.6064	131.2292	  9.7498	118.4500	  1.8087
 19.6049	131.1625	  9.7625	119.0958	  1.8088
 19.6085	131.3125	  9.7628	119.0208	  1.8090
 19.6145	131.9500	  9.7448	118.1625	  1.8091
 19.5983	131.7917	  9.7723	118.6250	  1.8091
 19.6120	131.0333	  9.7452	118.4417	  1.8088
 19.6217	131.4875	  9.7587	118.8417	  1.8091
 19.6093	130.9208	  9.7576	118.8000	  1.8085
 19.5996	131.4500	  9.7669	118.6708	  1.8090
 19.6018	131.5792	  9.7626	118.8208	  1.8089
 19.5932	131.3500	  9.7443	118.6250	  1.8088
 19.5920	131.2083	  9.7435	118.6042	  1.8090
 19.5946	131.1958	  9.7335	119.0125	  1.8093
 19.6179	131.1750	  9.7538	118.9208	  1.8090
 19.6034	131.0500	  9.7439	119.1375	  1.8089
 19.5968	131.4750	  9.7408	118.3167	  1.8088
 19.6033	131.0208	  9.7723	118.6583	  1.8089
 19.5954	131.3958	  9.7734	119.0250	  1.8085
 19.5915	131.1625	  9.7573	119.1667	  1.8090
 19.6107	131.6583	  9.7470	118.5917	  1.8087
 19.6279	131.8833	  9.7546	118.1750	  1.8085
 19.5863	131.0167	  9.7623	118.4125	  1.8089
 19.6151	130.7792	  9.7585	118.5542	  1.8086
 19.5995	131.2958	  9.7512	118.6458	  1.8089
 19.6023	131.4167	  9.7493	118.5792	  1.8090
 19.5950	130.7583	  9.7703	118.9458	  1.8092
 19.6204	131.3583	  9.7620	118.5375	  1.8086
 19.6059	131.0542	  9.7680	118.3583	  1.8089
 19.6229	131.1125	  9.7588	118.2875	  1.8087
 19.6058	130.9250	  9.7467	118.4333	  1.8093
 19.6305	131.4958	  9.7584	118.2417	  1.8092
 19.6021	131.4083	  9.7554	118.6792	  1.8090
 19.6150	131.0417	  9.7426	118.6625	  1.8091
 19.5983	131.2500	  9.7607	118.3125	  1.8084
 19.6094	131.3208	  9.7365	118.5792	  1.8086
 19.6025	130.6833	  9.7351	118.5083	  1.8093
 19.6306	131.2750	  9.7494	119.4667	  1.8092
 19.6154	131.2917	  9.7590	118.8375	  1.8097
 19.5903	131.6958	  9.7502	119.2208	  1.8090
 19.6020	131.3625	  9.7734	118.7042	  1.8086
 19.6017	131.1458	  9.7567	119.2542	  1.8091
 19.6056	131.5833	  9.7494	118.6417	  1.8093
 19.6002	131.1417	  9.7628	118.5792	  1.8089
 19.6127	130.9917	  9.7720	117.8417	  1.8088
 19.6200	131.7875	  9.7517	118.4708	  1.8090
 19.6237	131.5667	  9.7574	118.3750	  1.8082
 19.6096	131.2417	  9.7649	118.6667	  1.8088
 19.6182	131.4000	  9.7666	118.8917	  1.8087
 19.5967	131.1667	  9.7824	118.5042	  1.8088
 19.6084	131.2667	  9.7424	118.5625	  1.8096
 19.6004	131.3542	  9.7490	118.7500	  1.8090
 19.6019	131.0167	  9.7417	118.5208	  1.8088
 19.6200	130.9417	  9.7461	118.7375	  1.8086
 19.6178	131.7750	  9.7612	118.7375	  1.8089
 19.5990	130.8333	  9.7630	119.1083	  1.8093
 19.6114	131.7542	  9.7677	118.3000	  1.8085
 19.6116	131.4625	  9.7462	118.6750	  1.8089
 19.6123	131.0042	  9.7543	119.1125	  1.8090
 19.6035	131.6292	  9.7806	118.9875	  1.8094
 19.6044	130.8417	  9.7735	118.9500	  1.8090
 19.6107	130.7583	  9.7540	118.7833	  1.8092
 19.6374	131.7625	  9.7446	118.4375	  1.8087
 19.6046	130.7583	  9.7531	118.8667	  1.8084
 19.6081	130.8792	  9.7758	118.4375	  1.8093
 19.5936	131.2000	  9.7590	118.4458	  1.8089
 19.6303	130.7042	  9.7364	118.6875	  1.8092
 19.6061	131.4500	  9.7441	119.0583	  1.8092
 19.6108	131.2167	  9.7325	118.9250	  1.8093
 19.5910	131.6583	  9.7705	118.5250	  1.8094
 19.6173	131.2958	  9.7599	118.5708	  1.8089
 19.5970	130.6167	  9.7647	118.2250	  1.8088
 19.6054	131.7333	  9.7456	117.7667	  1.8085
 19.6276	130.8792	  9.7553	118.8417	  1.8090
 19.6250	131.4458	  9.7523	119.2000	  1.8092
 19.6034	131.2250	  9.7473	119.0250	  1.8082
 19.5939	131.6958	  9.7571	118.3667	  1.8093
 19.6177	131.1000	  9.7498	118.8833	  1.8089
 19.6082	131.1625	  9.7484	119.0833	  1.8094
 19.5978	131.0708	  9.7440	118.4583	  1.8087
 19.5930	131.5833	  9.7308	118.8083	  1.8082
 19.6062	131.1917	  9.7579	118.1500	  1.8090
 19.5827	131.1792	  9.7366	118.1917	  1.8092
 19.6220	131.1167	  9.7748	118.3417	  1.8084
 19.6136	131.2250	  9.7650	118.7583	  1.8089
 19.6047	131.1917	  9.7457	118.7292	  1.8088
 19.6256	130.9750	  9.7531	118.8292	  1.8091
 19.6012	131.7542	  9.7505	118.9083	  1.8095
 19.5949	131.7042	  9.7749	118.8250	  1.8086
 19.6038	131.6292	  9.7552	118.7167	  1.8085
 19.6270	130.6333	  9.7333	119.5083	  1.8087
 19.6239	130.9375	  9.7425	118.3042	  1.8089
 19.6027	130.9708	  9.7724	118.9417	  1.8085
 19.6179	131.2667	  9.7457	118.7292	  1.8089
 19.6006	131.3083	  9.7614	118.8625	  1.8089
 19.6082	131.2875	  9.7601	118.6333	  1.8090
 19.5887	131.6000	  9.7576	118.1958	  1.8093
 19.6061	131.2958	  9.7656	119.2458	  1.8089
 19.6120	130.9083	  9.7561	118.4125	  1.8092
 19.6107	131.9458	  9.7489	118.9917	  1.8085
 19.6158	131.2667	  9.7625	118.8250	  1.8086
 19.6125	131.1000	  9.7909	118.4917	  1.8091
 19.6064	131.4500	  9.7671	119.1042	  1.8091
 19.6031	130.8625	  9.7490	118.7042	  1.8086
 19.6100	131.2833	  9.7571	118.7083	  1.8087
 19.6029	130.9750	  9.7733	118.4875	  1.8087
 19.6049	130.9125	  9.7794	118.9750	  1.8095
 19.6013	130.7667	  9.7474	118.8417	  1.8088
 19.6140	131.4083	  9.7567	118.8125	  1.8096
 19.6173	131.3042	  9.7589	118.8042	  1.8089
 19.6275	131.0500	  9.7569	118.9417	  1.8093
 19.5971	131.3417	  9.7518	118.9500	  1.8093
 19.6207	131.5583	  9.7682	118.4917	  1.8092
 19.6054	130.7417	  9.7433	118.7542	  1.8089
 19.6210	130.9500	  9.7568	118.9000	  1.8090
 19.6174	130.6208	  9.7623	118.3792	  1.8089
 19.6227	130.3833	  9.7478	119.2542	  1.8094
 19.6147	131.5125	  9.7529	118.9083	  1.8087
 19.6028	131.0042	  9.7501	117.8333	  1.8084
 19.6076	130.8750	  9.7527	118.7125	  1.8089
 19.6022	130.7125	  9.7437	118.4417	  1.8089
 19.6000	131.4667	  9.7497	118.3833	  1.8089
 19.6176	131.4625	  9.7424	118.4958	  1.8091
 19.6236	131.3750	  9.7483	118.9417	  1.8082
 19.5849	131.3667	  9.7651	118.8250	  1.8092
 19.6100	131.0792	  9.7702	118.3417	  1.8089
 19.6046	131.2833	  9.7477	118.3500	  1.8087
 19.6079	131.4292	  9.7604	118.6958	  1.8089
 19.6153	131.2958	  9.7253	117.8833	  1.8086
 19.5996	131.4667	  9.7407	119.4042	  1.8090
 19.6211	131.5708	  9.7446	118.2625	  1.8089
 19.6211	131.2708	  9.7635	118.7958	  1.8094
 19.6179	130.7958	  9.7578	118.7333	  1.8087
 19.6127	130.6667	  9.7324	118.0250	  1.8093
 19.5982	131.3083	  9.7652	119.5458	  1.8086
 19.5966	131.0958	  9.7682	118.3500	  1.8091
 19.6157	131.1000	  9.7476	118.8458	  1.8088
 19.6191	131.5333	  9.7737	118.3292	  1.8089
 19.6105	131.8583	  9.7591	119.1750	  1.8091
 19.6047	131.6208	  9.7711	118.4458	  1.8088
 19.6026	130.7375	  9.7571	119.2625	  1.8093
 19.6023	131.4458	  9.7389	119.0875	  1.8090
 19.6139	131.0708	  9.7522	118.8833	  1.8094
 19.6062	131.3583	  9.7746	117.7042	  1.8090
 19.6092	131.4917	  9.7478	118.3917	  1.8095
