P8010116.422622
GADANKI 01/01/1980 16:41:26 01/01/1980 16:42:26 0350 0079.2 0013.4 00
0000000 0020 0001200 0020 05
1 0 2 02000 1 0000 0030 00532.o 0 0 00 000 14 001200 0.100 BT0
1 1 2 02000 1 0000 0030 00532.o 0 0 00 000 00 001200 0.0000 BC0
1 0 2 02000 1 0000 0030 00532.p 0 0 00 000 14 001200 0.100 BT1
1 1 2 02000 1 0000 0030 00532.p 0 0 00 000 00 001200 0.0000 BC1
1 0 2 02000 1 0000 0030 01064.o 0 0 00 000 14 001200 0.100 BT2
532.000 .o analog 0 	532.000 .o photon 0 	532.000 .p analog 1 	532.000 .p photon 1 	1064.000 .o analog 2 
 19.9184	131.5208	 10.7523	118.4417	  1.8092
 19.8005	132.2083	 10.7261	117.9583	  1.8094
 19.6892	132.0750	 10.6866	118.5333	  1.8088
 19.6161	131.5958	 10.6652	118.2458	  1.8092
 19.5553	131.7333	 10.6490	117.9958	  1.8091
 19.5096	131.1458	 10.6426	117.5292	  1.8082
 19.4461	131.5208	 10.6325	117.8042	  1.8088
 19.4122	130.9750	 10.6377	118.4333	  1.8095
 19.3893	131.4708	 10.6173	118.1833	  1.8092
 19.3538	131.6875	 10.6105	118.5458	  1.8091
 19.2975	131.6250	 10.6083	117.8333	  1.8092
 19.2878	131.0500	 10.5991	118.1167	  1.8090
 19.2473	131.3625	 10.5875	117.9958	  1.8088
 19.2193	131.0458	 10.5740	118.1958	  1.8088
 19.1608	131.2292	 10.5669	118.0583	  1.8094
 19.1312	131.8583	 10.5619	118.6167	  1.8096
 19.1317	130.9917	 10.5673	118.1708	  1.8095
 19.0928	131.5125	 10.5618	118.0125	  1.8094
 19.0773	131.7250	 10.5613	117.9875	  1.8094
 19.0474	131.8917	 10.5277	118.1208	  1.8095
 19.0447	130.9583	 10.5340	118.2417	  1.8093
 19.0415	131.9708	 10.5294	118.0292	  1.8097
 19.0492	131.5375	 10.5291	117.8833	  1.8089
 19.0322	131.5583	 10.5187	117.7417	  1.8092
 19.0371	131.6083	 10.5310	118.1833	  1.8090
 19.0256	131.4167	 10.5409	118.3792	  1.8094
 19.0479	131.1167	 10.5349	118.1917	  1.8092
 19.0248	131.2125	 10.5398	118.6292	  1.8091
 19.0280	131.3750	 10.5264	117.9375	  1.8088
 19.0235	131.2917	 10.5279	118.4583	  1.8093
 19.0033	131.7083	 10.5450	117.7917	  1.8089
 19.0247	130.6500	 10.5305	118.1208	  1.8091
 19.0131	131.2583	 10.5345	118.3333	  1.8087
 19.0127	131.4333	 10.5312	118.1542	  1.8089
 19.0254	132.1208	 10.5243	118.6375	  1.8095
 18.9917	131.9458	 10.5408	117.9000	  1.8090
 18.9969	132.0250	 10.5214	118.3083	  1.8095
 18.9981	131.3167	 10.5290	117.6875	  1.8084
 19.0033	131.4167	 10.5185	118.2792	  1.8092
 18.9934	131.3333	 10.5380	118.2375	  1.8092
 19.0271	130.9792	 10.5308	117.6000	  1.8094
 19.0033	130.8750	 10.5205	118.2958	  1.8093
 18.9909	131.2500	 10.5260	118.1375	  1.8093
 18.9960	131.4167	 10.5304	118.3417	  1.8095
 19.0062	131.5750	 10.5185	118.0333	  1.8093
 18.9984	131.5458	 10.5253	117.7417	  1.8090
 18.9891	131.7500	 10.5221	118.1625	  1.8089
 18.9985	131.5417	 10.5364	117.3667	  1.8087
 19.0050	131.7208	 10.5335	117.4458	  1.8088
 19.0000	131.4792	 10.5388	117.8250	  1.8090
 19.0070	131.1083	 10.5233	118.3708	  1.8090
 18.9951	131.1917	 10.5274	118.4375	  1.8091
 19.0037	131.2958	 10.5288	118.4083	  1.8093
 19.0002	131.6458	 10.5256	117.9583	  1.8096
 18.9891	131.6792	 10.5272	118.0292	  1.8091
 18.9949	131.7875	 10.5144	118.1208	  1.8092
 19.0022	130.6167	 10.5241	118.0250	  1.8087
 19.0100	131.7292	 10.5185	118.0167	  1.8091
 18.9844	131.4833	 10.5201	117.7667	  1.8093
 18.9964	131.6625	 10.5358	118.0833	  1.8093
 18.9918	131.4917	 10.5252	117.4750	  1.8086
 18.9900	131.4083	 10.5403	118.1917	  1.8096
 18.9977	131.2500	 10.5372	118.0167	  1.8094
 19.0010	131.6042	 10.5218	117.4958	  1.8093
 19.0154	131.3333	 10.5182	118.4833	  1.8091
 19.0063	131.0250	 10.5209	118.3583	  1.8086
 18.9993	131.6500	 10.5384	118.3208	  1.8092
 19.0007	131.2667	 10.5496	117.8333	  1.8085
 19.0038	131.1333	 10.5283	118.0917	  1.8093
 18.9866	131.1875	 10.5292	118.0458	  1.8093
 19.0007	131.5417	 10.5250	117.9042	  1.8097
 18.9915	131.0958	 10.5205	118.1417	  1.8088
 19.0021	131.0833	 10.5352	118.2500	  1.8088
 19.0004	131.3875	 10.5304	117.5917	  1.8099
 18.9789	131.3292	 10.5184	117.9875	  1.8093
 19.0075	131.3375	 10.5125	118.8042	  1.8089
 18.9921	131.8417	 10.5339	117.4583	  1.8095
 18.9889	131.7292	 10.5370	118.0000	  1.8097
 19.0016	131.4167	 10.5350	118.0083	  1.8095
 18.9875	131.1708	 10.5116	118.3708	  1.8092
 19.0094	131.1542	 10.5233	118.2375	  1.8094
 18.9999	131.8042	 10.5124	118.2833	  1.8097
 18.9995	131.7125	 10.5370	118.1125	  1.8089
 18.9924	131.8125	 10.5186	117.6833	  1.8095
 18.9928	131.8833	 10.5264	118.0458	  1.8095
 19.0103	131.0333	 10.5312	118.1542	  1.8092
 19.0020	131.6375	 10.5369	118.2417	  1.8091
 19.0046	131.5667	 10.5353	117.8542	  1.8091
 18.9871	131.2542	 10.5232	117.7125	  1.8087
 18.9972	131.9042	 10.5237	117.8833	  1.8087
 18.9984	131.5042	 10.5311	118.2167	  1.8090
 19.0064	131.0875	 10.5260	117.8083	  1.8090
 19.0126	131.6458	 10.5193	118.3292	  1.8093
 18.9867	131.0625	 10.5184	118.3667	  1.8090
 19.0042	131.8625	 10.5186	117.9375	  1.8088
 19.0018	131.7167	 10.5358	118.7292	  1.8087
 19.0066	131.4542	 10.5210	117.7708	  1.8092
 18.9955	131.2917	 10.5329	118.2125	  1.8098
 19.0080	131.1792	 10.5227	117.6458	  1.8092
 19.0017	131.5750	 10.5279	118.5583	  1.8091
 19.0055	131.4333	 10.5363	118.2500	  1.8092
 18.9900	130.9958	 10.5338	117.5875	  1.8094
 19.0015	131.5708	 10.5357	118.4542	  1.8090
 18.9855	131.7042	 10.5251	117.9958	  1.8099
 18.9897	131.4000	 10.5258	118.6042	  1.8088
 19.0014	131.5542	 10.5294	117.1958	  1.8088
 19.0267	131.3458	 10.5272	117.9292	  1.8095
 19.0056	130.8708	 10.5249	117.5958	  1.8092
 18.9897	131.1792	 10.5143	117.5458	  1.8085
 19.0029	131.7500	 10.5405	118.2708	  1.8089
 19.0125	131.4875	 10.5333	118.2000	  1.8088
 18.9934	131.6667	 10.5337	117.9875	  1.8092
 19.0045	131.0875	 10.5348	117.4542	  1.8093
 19.0068	131.6833	 10.5354	117.7250	  1.8096
 19.0108	131.6542	 10.5295	118.0625	  1.8087
 19.0041	131.6000	 10.5244	118.1292	  1.8090
 18.9908	131.2000	 10.5330	118.0125	  1.8092
 19.0031	130.9583	 10.5170	117.9375	  1.8095
 18.9854	131.2250	 10.5311	118.7625	  1.8087
 18.9991	131.2500	 10.5164	118.3542	  1.8089
 19.0097	131.4542	 10.5137	118.1042	  1.8091
 18.9900	131.4458	 10.5177	117.5292	  1.8090
 18.9909	131.2167	 10.5268	117.8000	  1.8089
 19.0086	131.4167	 10.5237	118.1667	  1.8089
 19.0066	131.2917	 10.5262	117.6292	  1.8093
 19.0108	131.3250	 10.5133	117.4667	  1.8092
 18.9837	131.1917	 10.5160	117.8167	  1.8092
 19.0184	131.5583	 10.5342	117.9708	  1.8088
 18.9887	131.3208	 10.5314	118.2750	  1.8085
 19.0089	130.6125	 10.5231	117.9292	  1.8094
 18.9999	130.7875	 10.5342	117.7167	  1.8093
 19.0094	131.0958	 10.5372	118.3167	  1.8090
 18.9807	131.0458	 10.5275	118.0708	  1.8090
 18.9981	132.1750	 10.5245	118.6375	  1.8094
 19.0044	130.9000	 10.5433	117.8917	  1.8089
 18.9932	131.1542	 10.5241	117.8042	  1.8091
 19.0015	131.7500	 10.5178	117.8667	  1.8090
 19.0099	132.1542	 10.5369	118.4708	  1.8089
 19.0058	131.6125	 10.5138	118.4083	  1.8091
 18.9929	131.3208	 10.5250	118.5542	  1.8091
 18.9995	131.0792	 10.5211	117.8542	  1.8090
 19.0037	131.2458	 10.5187	117.8167	  1.8082
 19.0031	131.0250	 10.5230	118.0750	  1.8089
 18.9895	131.4083	 10.5270	119.0708	  1.8090
 19.0106	131.6333	 10.5288	118.3083	  1.8090
 18.9927	130.5833	 10.5241	118.3000	  1.8094
 19.0092	131.2792	 10.5257	118.0208	  1.8095
 19.0022	131.4417	 10.5355	118.1125	  1.8089
 19.0214	131.6042	 10.5258	117.6000	  1.8091
 18.9922	131.0500	 10.5124	117.9333	  1.8094
 18.9886	131.7333	 10.5359	118.0833	  1.8082
 19.0102	131.3333	 10.5225	117.7667	  1.8092
 19.0216	131.1542	 10.5260	118.5958	  1.8086
 19.0061	131.7708	 10.5157	117.4792	  1.8091
 18.9972	131.5500	 10.5538	118.1750	  1.8092
 19.0098	131.1000	 10.5081	118.3000	  1.8089
 18.9946	131.2542	 10.5118	118.9500	  1.8090
 19.0001	132.0208	 10.5230	118.4833	  1.8085
 18.9808	131.4625	 10.5309	117.8708	  1.8085
 19.0142	131.3250	 10.5287	117.9375	  1.8095
 19.0046	131.1417	 10.5358	118.2667	  1.8093
 18.9919	131.2125	 10.5145	117.5542	  1.8098
 18.9966	131.1792	 10.5274	118.2625	  1.8085
 18.9596	131.5042	 10.5322	117.6292	  1.8095
 19.0117	131.2875	 10.5230	118.0875	  1.8089
 19.0046	131.1083	 10.5214	117.4958	  1.8086
 19.0056	131.7792	 10.5287	118.1458	  1.8089
 18.9974	131.6167	 10.5314	118.0958	  1.8089
 19.0128	131.7000	 10.5084	118.2875	  1.8092
 18.9992	131.9167	 10.5241	118.4708	  1.8095
 19.0056	131.4208	 10.5188	118.3833	  1.8084
 18.9978	131.1042	 10.5178	117.9000	  1.8089
 19.0026	131.4375	 10.5346	118.1292	  1.8089
 19.0133	131.4583	 10.5355	118.0375	  1.8090
 19.0101	131.4375	 10.5310	118.0542	  1.8089
 19.0124	131.8708	 10.5322	118.1417	  1.8096
 19.0137	131.2208	 10.5292	118.1542	  1.8085
 19.0046	131.4167	 10.5351	117.4583	  1.8086
 18.9980	131.3125	 10.5127	118.0083	  1.8090
 19.0136	131.6042	 10.5226	118.2167	  1.8088
 18.9851	131.1458	 10.5381	118.4167	  1.8094
 19.0031	130.9417	 10.5202	117.8083	  1.8096
 18.9965	131.6458	 10.5090	118.2958	  1.8094
 19.0027	131.4667	 10.5238	118.1083	  1.8090
 19.0124	130.7125	 10.5404	118.3542	  1.8091
 18.9995	131.1083	 10.5255	118.2042	  1.8095
 19.0260	131.2792	 10.5227	117.3167	  1.8090
 19.0019	131.7958	 10.5392	118.5333	  1.8092
 19.0053	131.8375	 10.5250	118.4958	  1.8094
 19.0109	131.8667	 10.5267	118.2750	  1.8089
 19.0119	131.3833	 10.5209	118.4042	  1.8092
 19.0049	131.9708	 10.5167	118.2500	  1.8087
 19.0087	131.7750	 10.5256	117.8625	  1.8098
 19.0003	131.4542	 10.5169	117.7583	  1.8094
 18.9730	131.4250	 10.5244	117.4667	  1.8087
 18.9907	131.2833	 10.5181	117.9625	  1.8091
 19.0071	131.1583	 10.5223	118.0167	  1.8089
 18.9939	131.2708	 10.5185	117.8542	  1.8088
 19.0036	131.3417	 10.5333	118.1375	  1.8086
 19.0069	131.4625	 10.5288	118.6583	  1.8089
 18.9924	130.8542	 10.5324	117.9167	  1.8089
 18.9871	131.1500	 10.5187	118.0292	  1.8090
 19.0024	131.5125	 10.5360	117.7917	  1.8093
 18.9884	131.0958	 10.5187	117.7417	  1.8084
 18.9990	131.7583	 10.5236	117.9458	  1.8091
 19.0102	131.2625	 10.5126	117.9958	  1.8090
 19.0045	131.1333	 10.5280	118.1042	  1.8089
 18.9938	131.5750	 10.5181	118.2208	  1.8086
 18.9852	131.3583	 10.5339	118.1958	  1.8087
 19.0007	131.4542	 10.5265	117.9833	  1.8088
 19.0015	131.2083	 10.5269	117.9750	  1.8091
 19.0062	131.5917	 10.5487	118.1667	  1.8087
 18.9980	131.6917	 10.5226	117.5417	  1.8095
 19.0059	130.8875	 10.5086	118.3500	  1.8088
 19.0023	130.6958	 10.5300	118.2167	  1.8090
 19.0126	131.8167	 10.5357	118.0792	  1.8093
 19.0111	130.9625	 10.5259	118.2292	  1.8093
 18.9984	131.5375	 10.5270	118.2125	  1.8089
 19.0033	131.6375	 10.5222	118.1708	  1.8090
 19.0084	131.7542	 10.5453	118.0708	  1.8088
 19.0147	131.6167	 10.5345	118.2458	  1.8090
 19.0142	131.9875	 10.5350	118.1167	  1.8090
 19.0163	131.4750	 10.5233	118.0125	  1.8092
 19.0107	131.2792	 10.5188	118.8125	  1.8086
 19.0011	131.3917	 10.5261	118.2250	  1.8084
 19.0135	131.1417	 10.5135	117.5500	  1.8085
 19.0045	131.9792	 10.5307	118.2708	  1.8093
 19.0071	131.4667	 10.5133	118.2042	  1.8085
 19.0081	131.0625	 10.5206	118.8917	  1.8088
 19.0053	131.5208	 10.5286	118.7083	  1.8093
 19.0051	131.2042	 10.5372	117.6500	  1.8094
 18.9940	131.5500	 10.5191	117.6292	  1.8090
 18.9914	131.4792	 10.5225	118.7583	  1.8084
 19.0153	131.4250	 10.5219	117.9458	  1.8092
 19.0042	131.1333	 10.5297	118.2833	  1.8095
 18.9892	131.1708	 10.5419	117.9667	  1.8092
 19.0118	131.6000	 10.5448	117.7208	  1.8084
 19.0126	131.3917	 10.5266	118.0625	  1.8089
 19.0215	131.5292	 10.5238	118.0125	  1.8087
 19.0018	131.2750	 10.5270	117.7125	  1.8086
 19.0030	131.3542	 10.5163	117.7917	  1.8091
 18.9899	131.6500	 10.5184	118.2250	  1.8088
 18.9920	131.5333	 10.5264	118.1792	  1.8086
 19.0093	131.1875	 10.5226	118.6125	  1.8087
 19.0161	131.9500	 10.5468	118.0250	  1.8092
 19.0026	130.9875	 10.5287	118.0083	  1.8091
 19.0163	131.0000	 10.5478	118.0417	  1.8088
 18.9885	131.3333	 10.5083	118.5167	  1.8084
 19.0003	131.5125	 10.5210	117.5875	  1.8088
 19.0086	131.4625	 10.5317	117.5750	  1.8082
 18.9907	131.4708	 10.5446	118.8583	  1.8087
 19.0012	131.5958	 10.5316	117.5917	  1.8091
 19.0002	131.2458	 10.5265	118.0500	  1.8092
 18.9861	131.6875	 10.5261	117.5125	  1.8087
 19.0130	131.3583	 10.5197	118.2958	  1.8091
 19.0203	131.6667	 10.5119	118.1958	  1.8091
 19.0127	131.1375	 10.5363	118.2792	  1.8092
 19.0186	131.3125	 10.5201	118.1208	  1.8091
 19.0007	131.5125	 10.5281	118.2500	  1.8081
 18.9935	131.6500	 10.5287	118.5875	  1.8093
 19.0007	130.9125	 10.5341	118.2542	  1.8093
 19.0117	131.0167	 10.5264	118.2250	  1.8089
 19.0046	131.1125	 10.5232	117.8417	  1.8090
 18.9902	131.0833	 10.5360	118.2708	  1.8097
 19.0019	131.6000	 10.5203	118.0958	  1.8086
 19.0059	131.8875	 10.5342	118.3917	  1.8087
 19.0070	131.7958	 10.5210	118.1250	  1.8086
 18.9998	131.6458	 10.5157	118.0792	  1.8090
 19.0052	131.6583	 10.5396	118.6167	  1.8089
 19.0021	131.8667	 10.5405	118.5250	  1.8088
 19.0148	131.6875	 10.5328	118.3583	  1.8088
 18.9975	131.7875	 10.5291	117.9958	  1.8093
 19.0045	131.2917	 10.5349	117.4958	  1.8088
 19.0156	131.0542	 10.5343	118.3917	  1.8091
 19.0113	131.1917	 10.5449	117.8000	  1.8091
 19.0144	131.3792	 10.5242	118.1417	  1.8089
 19.0147	131.2292	 10.5275	117.7625	  1.8088
 19.0127	131.7167	 10.5058	118.2000	  1.8087
 19.0030	131.5375	 10.5249	118.2250	  1.8084
 19.0044	131.1417	 10.5131	118.1375	  1.8096
 19.0126	131.2583	 10.5246	118.2333	  1.8085
 18.9934	131.1250	 10.5271	117.7125	  1.8091
 19.0200	130.9708	 10.5239	118.2125	  1.8091
 19.0111	131.9417	 10.5250	117.7833	  1.8093
 18.9961	131.6125	 10.5374	118.0792	  1.8092
 18.9963	131.4500	 10.5049	117.6958	  1.8091
 19.0070	131.1625	 10.5299	117.4125	  1.8088
 18.9925	131.5125	 10.5333	118.2583	  1.8092
 19.0003	131.3125	 10.5308	117.9500	  1.8093
 19.0043	131.8458	 10.5212	117.9125	  1.8092
 18.9756	131.0125	 10.5100	117.6750	  1.8088
 18.9992	131.2583	 10.5172	117.6417	  1.8093
 19.0043	131.8917	 10.5120	118.4125	  1.8087
 19.0084	131.2833	 10.5320	118.2208	  1.8089
 18.9993	131.4208	 10.5345	117.8792	  1.8093
 19.0092	131.2042	 10.5360	118.2000	  1.8091
 18.9892	131.9250	 10.5389	118.1708	  1.8088
 19.0048	131.1833	 10.5323	117.5667	  1.8092
 19.0085	130.9375	 10.5324	117.8458	  1.8095
 18.9963	131.7583	 10.5417	118.3875	  1.8090
 18.9931	131.2542	 10.5279	118.1542	  1.8086
 19.0132	131.3667	 10.5350	118.3708	  1.8085
 19.0229	131.7917	 10.5312	118.5583	  1.8085
 18.9987	131.1042	 10.5362	118.2333	  1.8090
 19.0110	131.2625	 10.5248	117.9333	  1.8087
 19.0088	131.5417	 10.5301	118.1875	  1.8084
 19.0090	131.4500	 10.5303	117.9417	  1.8090
 19.0161	131.5792	 10.5259	118.6625	  1.8089
 18.9917	131.2625	 10.5223	118.5667	  1.8087
 18.9988	131.2250	 10.5513	117.8917	  1.8086
 19.0066	131.1917	 10.5255	118.4000	  1.8094
 19.0096	131.2375	 10.5237	118.4417	  1.8088
 19.0007	131.8667	 10.5269	117.5792	  1.8087
 18.9920	130.7875	 10.5196	118.0958	  1.8097
 18.9979	131.2500	 10.5270	117.9417	  1.8087
 19.0088	131.6875	 10.5245	118.2583	  1.8091
 19.0021	131.4000	 10.5266	117.9750	  1.8092
 19.0102	130.9500	 10.5294	117.8583	  1.8087
 19.0020	131.7250	 10.5117	117.9042	  1.8087
 19.0143	130.8833	 10.5258	118.1750	  1.8089
 18.9985	131.2875	 10.5230	117.9708	  1.8094
 19.0112	131.9167	 10.5281	118.5083	  1.8087
 19.0039	131.5458	 10.5198	118.4417	  1.8097
 19.0228	131.3833	 10.5344	117.7083	  1.8087
 19.0070	131.1125	 10.5352	117.5042	  1.8088
 19.0144	131.9417	 10.5242	118.3500	  1.8087
 19.0047	131.3833	 10.5475	118.3542	  1.8092
 18.9940	131.5167	 10.5249	118.1125	  1.8092
 18.9909	131.8042	 10.5263	118.2125	  1.8089
 18.9894	131.2833	 10.5273	118.3208	  1.8090
 19.0034	131.8208	 10.5279	118.7958	  1.8096
 19.0036	131.3833	 10.5312	117.6208	  1.8089
 19.0302	130.8417	 10.5330	118.0333	  1.8094
 19.0189	131.2875	 10.5226	118.3542	  1.8089
 19.0037	131.1375	 10.5320	117.7167	  1.8094
 19.0062	131.5250	 10.5433	118.0333	  1.8096
 18.9983	131.4000	 10.5250	118.3042	  1.8092
 19.0066	131.4375	 10.5301	118.3875	  1.8087
 19.0136	131.6083	 10.5306	118.4083	  1.8092
 19.0065	131.0667	 10.5234	118.1833	  1.8092
 19.0052	131.8792	 10.5160	117.4167	  1.8089
 19.0104	131.9042	 10.5419	118.0042	  1.8093
 18.9959	131.3417	 10.5383	117.9375	  1.8087
 19.0120	131.8167	 10.5373	118.4208	  1.8084
 19.0093	131.3750	 10.5393	118.2708	  1.8092
 19.0142	131.1333	 10.5118	119.1458	  1.8091
 19.0183	131.4083	 10.5306	118.7667	  1.8091
 19.0001	131.2083	 10.5083	117.8458	  1.8093
 18.9980	131.2333	 10.5346	117.6417	  1.8093
 18.9857	131.2542	 10.5246	118.1792	  1.8087
 18.9940	131.8750	 10.5083	117.9208	  1.8091
 18.9848	130.9667	 10.5223	117.7958	  1.8088
 19.0024	131.3417	 10.5285	117.5042	  1.8090
 19.0072	131.4708	 10.5034	117.7750	  1.8087
 18.9959	131.0625	 10.5041	118.5167	  1.8089
 18.9986	131.3042	 10.5322	118.4750	  1.8095
 18.9926	131.8042	 10.5250	118.2375	  1.8093
 19.0012	131.5458	 10.5449	118.2917	  1.8093
 19.0092	131.3750	 10.5415	117.7500	  1.8097
 18.9963	131.3458	 10.5179	118.4500	  1.8091
 19.0077	131.2833	 10.5175	117.9125	  1.8090
 19.0036	131.4208	 10.5274	118.1708	  1.8087
 19.0020	132.2542	 10.5267	117.4333	  1.8092
 18.9955	131.6083	 10.5202	118.0542	  1.8089
 19.0126	131.6333	 10.5358	118.1708	  1.8093
 19.0089	131.2500	 10.5358	117.8083	  1.8089
 19.0003	131.9375	 10.5224	117.5875	  1.8089
 19.0115	131.4750	 10.5355	118.0083	  1.8092
 19.0087	130.9333	 10.5197	117.8792	  1.8092
 18.9954	131.8917	 10.5161	117.7500	  1.8093
 18.9845	131.0875	 10.5249	118.3458	  1.8087
 19.0145	131.5167	 10.5383	118.1167	  1.8087
 19.0001	131.0958	 10.5360	117.9750	  1.8086
 18.9908	131.7375	 10.5112	117.9375	  1.8089
 19.0000	131.5208	 10.5276	118.3375	  1.8088
 19.0180	131.1917	 10.5436	118.4750	  1.8091
 19.0075	130.8292	 10.5264	119.1292	  1.8086
 18.9901	131.4333	 10.5271	117.9500	  1.8089
 19.0032	131.4958	 10.5169	117.7542	  1.8087
 19.0022	130.8667	 10.5360	117.9250	  1.8089
 19.0225	131.2875	 10.5267	117.8875	  1.8091
 19.0287	130.7667	 10.5395	118.1625	  1.8090
 19.0008	131.0292	 10.5212	117.8583	  1.8086
 18.9994	131.6208	 10.5189	118.8083	  1.8094
 18.9967	131.6375	 10.5342	117.3417	  1.8092
 18.9858	131.3958	 10.5194	117.7000	  1.8096
 18.9938	131.2125	 10.5387	117.7083	  1.8092
 19.0089	131.8625	 10.5383	118.4125	  1.8093
 19.0117	130.9792	 10.5238	117.8917	  1.8090
 18.9916	131.6542	 10.5265	117.9542	  1.8094
 19.0010	131.0458	 10.5211	117.8708	  1.8088
 18.9812	131.5125	 10.5320	117.9667	  1.8086
 19.0080	131.0292	 10.5343	118.2000	  1.8088
 19.0095	131.6833	 10.5247	118.9750	  1.8088
 18.9962	131.3250	 10.5298	118.0750	  1.8085
 19.0023	131.3625	 10.5193	118.4750	  1.8093
 19.0062	131.3667	 10.5338	118.3208	  1.8088
 19.0035	131.5042	 10.5280	117.5833	  1.8087
 18.9988	131.5458	 10.5282	118.5875	  1.8091
 18.9912	131.1250	 10.5304	117.9167	  1.8092
 19.0018	130.9583	 10.5339	118.2000	  1.8087
 18.9978	131.9542	 10.5322	118.6250	  1.8095
 19.0175	131.3250	 10.5267	118.0000	  1.8093
 19.0039	130.9750	 10.5300	118.0750	  1.8090
 19.0063	131.2375	 10.5266	117.9542	  1.8083
 19.0003	132.1500	 10.5314	118.4208	  1.8087
 19.0059	132.3125	 10.5088	119.0917	  1.8092
 18.9924	131.4375	 10.5180	117.8292	  1.8089
 19.0105	131.3000	 10.5272	117.5625	  1.8088
 19.0221	131.7500	 10.5358	118.3792	  1.8088
 19.0361	130.6917	 10.5250	118.3250	  1.8089
 19.0135	131.2625	 10.5267	117.9500	  1.8086
 19.0153	132.2875	 10.5378	118.4625	  1.8085
 19.0001	130.4375	 10.5167	117.8917	  1.8093
 18.9975	132.1792	 10.5131	117.9000	  1.8084
 18.9809	131.4208	 10.5119	118.6875	  1.8089
 18.9981	132.3917	 10.5243	117.9333	  1.8092
 19.0078	131.5083	 10.5291	117.8833	  1.8094
 19.0134	131.2208	 10.5353	117.2500	  1.8088
 18.9965	131.5375	 10.5200	117.7708	  1.8094
 19.0014	131.6417	 10.5436	118.1958	  1.8086
 19.0061	131.2500	 10.5199	118.2292	  1.8093
 18.9844	131.5667	 10.5321	117.7375	  1.8094
 19.0069	131.5875	 10.5199	117.4375	  1.8089
 19.0310	131.2000	 10.5240	117.5375	  1.8091
 19.0241	131.2292	 10.5214	118.4208	  1.8087
 19.0106	131.3875	 10.5228	118.1958	  1.8088
 19.0063	131.1625	 10.5218	118.3500	  1.8094
 19.0068	131.6000	 10.5175	117.6083	  1.8088
 18.9868	131.2250	 10.5160	118.4708	  1.8092
 19.0114	131.6250	 10.5144	118.6000	  1.8086
 19.0205	131.7833	 10.5348	118.3542	  1.8091
 19.0056	131.4917	 10.5194	117.6750	  1.8090
 18.9821	131.2208	 10.5250	118.3833	  1.8091
 19.0129	131.6083	 10.5256	118.1250	  1.8087
 18.9949	131.3667	 10.5373	117.7833	  1.8087
 18.9796	131.1625	 10.5230	118.2500	  1.8087
 18.9814	131.8625	 10.5431	117.7042	  1.8086
 19.0142	131.2000	 10.5107	117.7417	  1.8093
 19.0223	131.5208	 10.5340	117.8458	  1.8089
 18.9892	130.9167	 10.5358	118.0875	  1.8090
 19.0186	131.7750	 10.5197	117.9583	  1.8084
 19.0252	131.5625	 10.5250	118.3333	  1.8092
 18.9974	131.1875	 10.5329	117.3750	  1.8087
 19.0067	131.2667	 10.5209	118.7500	  1.8090
 19.0010	131.3042	 10.5275	118.5917	  1.8093
 19.0106	131.3667	 10.5227	117.9167	  1.8094
 19.0050	131.6958	 10.5288	118.3250	  1.8087
 19.0173	131.8208	 10.5418	118.2500	  1.8090
 18.9923	131.3208	 10.5126	118.0458	  1.8091
 18.9928	131.6708	 10.5191	118.5250	  1.8094
 18.9965	131.5750	 10.5227	118.5583	  1.8084
